monthly_income_avg,income_volatility,income_growth_rate,income_trend,active_day_ratio,platform_tenure_months,gigs_per_week,multi_platform_count,average_rating,completion_rate,cancellation_rate,on_time_rate,existing_emi,emi_ratio,bill_payment_ratio,cash_flow_stability,average_month_end_balance,fraud_indicators,identity_verified,document_verified,defaulted,approved
36470.42737710109,0.210475976662849,0.0781221020010662,-72.8292014945938,0.3841450603844033,14.038664581584278,4.598668097858818,2,4.45057416870911,0.7724841939457315,0.11443596881250424,0.7076307187864103,2557.1013136051156,0.0816539688992545,0.6790723905979028,0.6486885875526159,12854.54796686706,0,1,0,0,1
30755.621289459337,0.5555767978751465,0.10592694157187607,-975.7624538134364,0.48590798307102423,3.404978720338634,3.159277970426388,2,3.7207880801082225,0.8277191736539181,0.2891074704043183,0.6417740054548238,4156.977781730912,0.3241633099389494,0.689321191702047,0.4088853166795751,6629.891846850423,1,0,1,0,1
37829.19684290623,0.5540255755822521,0.04369334775990627,710.8800852557732,0.3122866543566402,13.935096979937061,5.01129540433311,1,3.1741424111546164,0.6008306070400324,0.3781228161006547,0.6419390907953566,6188.799594166281,0.615294750217996,0.7090653414854655,0.9046269895075362,12191.044965549678,0,1,0,1,1
45707.26870767223,0.4988033430197081,0.13718034057397097,-126.1606717295291,0.5053160275463953,17.24834819087287,3.2764783739334793,3,3.4042987984505415,0.7042835096531409,0.3668307117879253,0.741145661998105,7564.009173997442,0.5827156098413316,0.7733128229716231,0.7080987768051143,10610.29250181818,0,1,1,0,0
29892.619627489978,0.53576391112697,-0.03459045096599089,-635.9334685682304,0.84119931174307,26.295821328358162,1.2748858996915662,2,4.090980680989672,0.8073118882754844,0.23337048605763644,0.8597896123746793,4584.5532831378205,0.11135856859826962,0.776745135099412,0.4834960065447771,14855.703201707973,1,1,1,0,1
29892.767387457374,0.4299071103433173,0.05643261466070429,-1997.8097706253193,0.6625723693988053,23.98553196525628,2.9039902374104924,2,3.4141141667660655,0.8888864394694584,0.18504412130279135,0.6794343454969294,5510.322270191946,0.49647601142862213,0.748199460838542,0.5421881910333908,8801.04748614603,0,1,1,1,0
46212.91533956652,0.2262593412348669,0.287764928934115,277.98807595949097,0.5436669152178016,25.8067979330204,1.0446533038461348,3,4.087946222569935,0.6696626769581585,0.32732020377575277,0.8050216727288757,4539.461414325624,0.5334757195749409,0.6530004867915837,0.668785115283116,7801.614555271834,1,1,0,0,1
38906.91256237618,0.2919871954527436,0.003253373080451011,1717.8012773357952,0.5602175064344312,1.2927288656899985,7.8484835093979965,3,3.463198049527798,0.8187524695149732,0.273330545051092,0.6912422302912972,3825.3412711927945,0.21283291294205886,0.9636032323954156,0.5133216296893293,12390.688422721072,1,0,0,0,0
27774.73052658543,0.17711840176099797,0.1626946658165169,1629.007371638296,0.3009475380008277,8.61835898531876,7.760230468738232,1,4.697847738952145,0.8857838735543127,0.07342564568677315,0.6522615945756917,5028.514157225369,0.33296514244465536,0.7942930486746271,0.5611594969006515,4258.948818807927,0,0,1,0,0
36883.04039227368,0.6859153929335399,0.03007602568987794,-65.67700526901746,0.5098603692956651,24.158950093994978,3.7660870823061354,3,3.794542945680919,0.7778510631655619,0.3283676854452001,0.5124297579578971,6378.665668624968,0.47659276487820973,0.7038696080957975,0.7206313385411579,6223.932091556251,0,1,0,0,0
